,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,ANET,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT
ALGN,0.8287922170466648,0.8721783905008544,0.9094731826315203,0.9745077407751168,0.8972414270831315,0.9357694564549842,0.9771584256192282,0.7443713313089512,0.390958603544137,0.48430787196909914,0.8951598068237365,0.34428144691605833,0.897118815539294,0.9003245257159606,0.8228717690989367,0.5913394968320399,0.5778100513952114,0.7880327003561726,0.8678285600023711,0.27395429817265216,1.0,0.8261417582124588,0.3220428427905429,0.43372515317737526,0.8104935774816969,0.852324071955588,0.8910645962623928,0.8984167518861763,0.6955326922829742,0.9720240975046633,0.8559045042034356,0.611436180257347,0.7903207910138185,0.7557327713060045,0.5796872574459243,0.8654780524033295,0.8240346602601438,0.7742175589844706,0.5715702543153839,0.8342589880778002,0.7668919019706166,0.8845006410470707,-0.23813094175980126,0.9024957123726196,0.9555920254740231,0.9158774183923011,0.8482761703040765,0.8479293383775479,-0.6492663493876624,0.7234980374058364,0.9026022899898898,0.8898248677955283,0.8179777686882352,0.6430203032904244,-0.12636561180997716,0.9630262307583497,0.8913739286395925,0.798773943041821,0.6051595117595329,0.9541500943435217,0.8937005160037659,0.5624325034203558,0.6735774737827636,0.9051679357511199,-0.10487834548100047,0.7158022979444421,0.8855452989444468,0.8323531118416084,0.9371105004771977,0.8692797054030359
ALLE,0.9461588668912166,0.8171227337709239,0.8553823208137201,0.8199380431934462,0.943983776621441,0.9512924455550633,0.8736345372860386,0.80068636304593,-0.18833912149207566,-0.024504088001419656,0.9478395850667665,-0.38802560428621635,0.9151731664855006,0.9065974926409112,0.9222871932614333,0.19342025303380636,0.605766346684886,0.8315256782105662,0.9538930792463837,-0.63676080898582,0.8261417582124588,1.0,-0.3246546538060458,-0.38730259744852513,0.9386466224934698,0.9302759984315251,0.9283634210160974,0.9253156776723943,0.8441707103182066,0.8832620937736577,0.9441623082458983,0.5247089960191026,0.9369814129341234,0.4127159694276693,0.6438338054034299,0.9476737763737137,0.9400034889494087,0.7083463176289005,0.3627051515137656,0.7895610288004258,0.8996775562780008,0.9406642340940252,-0.619034316255332,0.928307653512941,0.8610384570013694,0.8949430720283557,0.962259945116049,0.9567121452344439,-0.7237241676503142,0.8767678844763291,0.8813150625234474,0.8765525470672598,0.83161654348936,0.2993341498713151,-0.3395035706926152,0.8467894132763425,0.8856508499399258,0.9127352932050796,0.7075953388649137,0.8899806817145054,0.907396896230561,0.4036049407547554,0.8201789365964552,0.9511656151573735,-0.4931862805508669,0.8981592277292735,0.8314570682621456,0.9130063446452742,0.9136479717351098,0.8456693833363796
AGN,0.7037555662043015,0.6968541845817122,0.0518656720311112,0.35509270522688313,0.6299580177175805,0.5038664994967537,0.4704434589881802,-0.09933674590612003,0.9174021747653176,0.3295482342203422,0.663276489838946,0.7932488287779332,0.5814092695251989,0.5586771864103136,0.7456871550897116,0.7405863633916883,0.8737309290619182,0.35545099547076986,0.5770612540723693,0.907890326828534,0.3220428427905429,-0.3246546538060458,1.0,0.9142040595498631,0.713521130390775,0.698751475536912,0.6458858643562788,0.6332763134169398,0.7774861063022692,0.4297726703045336,0.6665192824184453,0.8742274553095086,0.74534346198503,0.6637164249834222,0.8584229567749652,0.6629989724652651,0.6802328158169211,0.7547810542179998,0.9331568921368625,0.702497122881612,0.8233619468997834,0.6632127278099335,-0.003947327833913638,0.6067005499824546,0.5031679066513302,0.6248364135145703,0.7122965078605338,0.6596225872157211,-0.7224476722043228,0.7825618780231786,0.6196567367833153,0.43944970677635087,0.594775519378326,0.8164556708391308,0.05781330935176494,-0.7588335221395475,0.622079108984634,0.7321694202625674,0.7358228620345335,0.4518614759227514,0.6762677302805153,0.87821921782097,0.8016507330471162,0.5580674485115017,0.2512499699776936,0.8309504177542296,0.4304242219192702,0.6815345183819522,0.5274877535430625,0.6206569075905005
ADS,0.7424599090894295,0.7871643755127627,0.1649058996073489,0.413800328455247,0.6803753152508697,0.5391717601486902,0.5428241020081073,-0.04580696428577327,0.8514371969795457,0.5085887760969664,0.6969039271135598,0.9287531310661817,0.6533720436175816,0.6480462895598827,0.7713950559284234,0.7658444776919779,0.8107197312420982,0.4604208441975574,0.5860148929581454,0.9413815811426288,0.43372515317737526,-0.38730259744852513,0.9142040595498631,1.0,0.7256863942638703,0.7595845948033622,0.688622909984305,0.6819522648034214,0.7444689349984861,0.49413444837096926,0.6956311184731839,0.8865670472798481,0.7532071025863363,0.8534784137472884,0.855931145101792,0.7227482210986491,0.6915805761146092,0.8520996980074036,0.912650760750085,0.8269161856098592,0.8395612394151573,0.7208758185810019,0.20607899148414524,0.6793087302427234,0.6247017907814444,0.6683495776305887,0.7525187451026643,0.6876221034491369,-0.6809932975221111,0.7548834394912355,0.6890366490871264,0.5245443553497864,0.6926607918702072,0.8597690320843038,0.02760811166628047,-0.26652111583434224,0.7371796009289229,0.7401010129260123,0.7525045484613241,0.5347101847457701,0.7268296974540199,0.8375291672680988,0.7652271925704283,0.5928247050814117,0.2619557691959118,0.8282855605303705,0.5198210839128902,0.7099577009472035,0.616317988051953,0.7246115498483433
LNT,0.9755681566909818,0.919599135015917,0.8508466200994551,0.8109967846960915,0.9686908752495876,0.9281581507902233,0.8914974891460252,0.458882851732636,0.7279444025439888,0.4253947927570436,0.9639170560640825,0.6020239696967075,0.9345077957317417,0.9334346770159409,0.9684742112220635,0.7024348987718311,0.9064804876682905,0.8488054146923912,0.9521195100457909,0.6076605412158123,0.8104935774816969,0.9386466224934698,0.713521130390775,0.7256863942638703,1.0,0.9714253033163877,0.965187767051884,0.9627534499388936,0.9706344229590419,0.8816478968415445,0.9927566569427764,0.8785569089971854,0.9951423465466325,0.8085771072182684,0.8754729688041706,0.9790217815221935,0.9959204191435573,0.9020094860402839,0.8446298817812604,0.9082504029768216,0.9594625838028651,0.971925837991208,-0.2770039121083634,0.9538264885725664,0.8935610415332935,0.9272088627195586,0.9809805506416429,0.9777862193567308,-0.8472384374733332,0.9768744126191387,0.9224497941438905,0.8919751589428869,0.8825063862740318,0.8317229486920964,-0.10744117351291106,0.7752403670400382,0.9481568996581033,0.9739965441204073,0.9228011951972569,0.8900269098465956,0.9687752491854603,0.873452136184142,0.9448032536252648,0.9436369351605258,0.015072001277747299,0.9643904195077074,0.8050772049048609,0.931321356845705,0.9399468603550886,0.9214247692462982
ALL,0.9878450283079179,0.9619320685905418,0.940028741359176,0.8286859621814957,0.9675857770423146,0.931879785359836,0.9213509863948697,0.47699688089082026,0.685929054762634,0.47536251684449765,0.9761049583863768,0.6749394804654767,0.9620699901241652,0.9595985568593696,0.9759088261835931,0.760678051211174,0.8759105114749495,0.8434569897869171,0.9440698000010174,0.6156873381376438,0.852324071955588,0.9302759984315251,0.698751475536912,0.7595845948033622,0.9714253033163877,1.0,0.9686302443938163,0.968520893783498,0.9293955825905604,0.8921617242434274,0.9722908432522259,0.904921454846529,0.9718212475846184,0.881181766441348,0.8827190910010103,0.9812510418457565,0.9634394685829057,0.9604238387268262,0.8608675561692487,0.9528019937985825,0.9659289259616599,0.9911693769476353,-0.19957141416800248,0.9729809566982022,0.9334585566431157,0.9604204191538236,0.9876360810671787,0.9737282968594033,-0.8314634514594721,0.938705504765093,0.9480273763169327,0.9236559078036647,0.9509736125989084,0.8596746057023935,-0.03485546722639624,0.9337899669180906,0.9738906997108876,0.95589585476105,0.8687880480980396,0.922550756753756,0.9774452479561669,0.8222479694618281,0.8947549456512791,0.9572451668496287,0.035734473579909144,0.9463830819699531,0.8869349974110768,0.9678421865680441,0.9588602040422324,0.9653791005811134
GOOGL,0.9685686080891097,0.9404793172125046,0.912098130968681,0.8841436723938988,0.9836146630092107,0.9691250093055466,0.9521072647889509,0.5441385132817285,0.6714508974676575,0.4429493168079499,0.9791377270565652,0.5628693452377803,0.9663199567421276,0.9560298929222604,0.9594846032158517,0.7190521670823093,0.8592707932262101,0.8372469890588371,0.9455994516663001,0.5443799307473629,0.8910645962623928,0.9283634210160974,0.6458858643562788,0.688622909984305,0.965187767051884,0.9686302443938163,1.0,0.9997152305673058,0.9222338548995113,0.9446702425344354,0.9754030692223497,0.849036421923766,0.9583618358651191,0.8304237464736457,0.8479953086764338,0.9715632887430806,0.9682341538454591,0.908249948175605,0.8110182068073314,0.9308769892495029,0.940656322721761,0.9810404376363858,-0.27397287867936004,0.9720789814938643,0.9457636302306861,0.9577110459457443,0.9758682946835077,0.9792725053442498,-0.8218634446837964,0.9221973390854162,0.9381879588232315,0.9195032853750833,0.9239564462052884,0.8045828629286943,-0.11485447867018055,0.9089615475314201,0.9599536949934564,0.9711942166263013,0.849080353661271,0.9371827546462904,0.9774344320719155,0.8222155368022107,0.8796478081886817,0.973848668588562,-0.008179684470696068,0.9215558582002571,0.88588100678419,0.952561174426583,0.9680981054144897,0.9502752825173475
GOOG,0.9676420978509492,0.9411950690218348,0.9167529210330165,0.8894185639517718,0.9840599836452858,0.9713237361007921,0.9564492904609393,0.5526684072931386,0.6594399412609627,0.4462115509456304,0.9786894926808415,0.5592348184688202,0.9684789325833617,0.9591257936689498,0.9574919523386053,0.7146951934675505,0.8498919851624998,0.8409907135116199,0.9451842518792497,0.5353575997469867,0.8984167518861763,0.9253156776723943,0.6332763134169398,0.6819522648034214,0.9627534499388936,0.968520893783498,0.9997152305673058,1.0,0.9163616883289218,0.9489557512968063,0.9743588536401155,0.8434320662420494,0.9552995295533976,0.8328233672041061,0.840309447817962,0.9714355260343162,0.9662929065929826,0.9076764293817438,0.8033552226004631,0.9319118566545274,0.9367384171701922,0.9812097591049214,-0.27189683630659306,0.9731114410827663,0.9504376004916104,0.958716353825323,0.9747236748440551,0.9781421814184953,-0.8168380477876965,0.9165721330887985,0.9391305423398898,0.9239163821315297,0.923084428678601,0.7998475728430389,-0.11492275559987551,0.9178333783035162,0.9621911623424115,0.9674212039933207,0.8439029052420152,0.9418173223059939,0.9774544739192882,0.8135747255927149,0.8729978166389281,0.9753468809812426,-0.013075859118332006,0.9161763564224759,0.8904259917777605,0.9513483214900035,0.9713187155702674,0.951788327830911
MO,0.948574473219432,0.8609416983248942,0.7126494822461833,0.7127322390826883,0.9233157194753059,0.8688317987395595,0.8042620654783393,0.3643704106400346,0.7868050329159536,0.3073123585632782,0.9204754033337805,0.5975125723974495,0.866699670188736,0.8676313639392361,0.9386393226955575,0.6934949521861169,0.9580680994378372,0.7887845921991118,0.9181135598761392,0.6378937814066067,0.6955326922829742,0.8441707103182066,0.7774861063022692,0.7444689349984861,0.9706344229590419,0.9293955825905604,0.9222338548995113,0.9163616883289218,1.0,0.8023838295853986,0.9517897659064384,0.8944574988504174,0.9715454435195473,0.7323666210591167,0.9006063571607482,0.931609680470054,0.9681083466055546,0.865819411051956,0.8762900048193475,0.8519661440927221,0.9438997889138309,0.9238553966940242,-0.3257621123064509,0.9031981816617255,0.8094865686046516,0.8754031942436318,0.9393824193358524,0.9510594368731735,-0.864115646395532,0.978449770507458,0.8706931939527698,0.8245719497254033,0.8117773816415257,0.80454457504856,-0.1028401567500798,0.4893059806513077,0.8817892360687027,0.9571890342426684,0.9439932854271462,0.8046837757891153,0.9198627400449301,0.9125315364257067,0.9636508556152255,0.8928563838428292,0.027656794580596274,0.9620693289350473,0.7366739886047734,0.8996624032472047,0.8627755917554129,0.8715281512029613
AMZN,0.8809224055932072,0.8942443568110212,0.9055751888977887,0.9779635541604683,0.9507056769079154,0.9725590237282102,0.9881282955879754,0.7072393156978536,0.5126252950791543,0.4329046546988425,0.9391262652185464,0.36545063574483216,0.9307167678005821,0.9216978629710738,0.8792537978785353,0.6356207580143335,0.6975093503577097,0.8024723635166078,0.9215914309249301,0.33707620204104993,0.9720240975046633,0.8832620937736577,0.4297726703045336,0.49413444837096926,0.8816478968415445,0.8921617242434274,0.9446702425344354,0.9489557512968063,0.8023838295853986,1.0,0.9126055883859867,0.6793606133486654,0.8600589093753355,0.7460524796171428,0.672335647926333,0.910032268478856,0.897040649820257,0.7970612127067346,0.6583755781862959,0.8581318608402538,0.8344278360835834,0.9245410598979052,-0.3057858207912902,0.939249196934831,0.961629657730637,0.9408564769623764,0.9008560901100664,0.9155831373500829,-0.7346017577444263,0.8160764514764518,0.9253072493513486,0.9003625073974811,0.8436591278235464,0.6890066862912378,-0.17875910636703357,0.9276681099616284,0.9204215928284112,0.8764347365140992,0.7154309223869962,0.9586691178126477,0.9375802965508433,0.6820585802131305,0.7689222915420062,0.9463415844541198,-0.0953047856561874,0.8002988044194063,0.88635958614269,0.879296982369891,0.9579647915828741,0.9009583401207204
AEE,0.9722365095949067,0.9280916812429478,0.8741813263912739,0.8483322846947068,0.9764095271923386,0.9499266238253921,0.921272643352384,0.5279187745747691,0.6923762850605055,0.43703462558809253,0.9724227431808183,0.5656771688177988,0.9437964654137084,0.9479265436355409,0.9641867510818074,0.690328424552447,0.8812133336389936,0.8654267301366396,0.9596407638369248,0.5700067510843522,0.8559045042034356,0.9441623082458983,0.6665192824184453,0.6956311184731839,0.9927566569427764,0.9722908432522259,0.9754030692223497,0.9743588536401155,0.9517897659064384,0.9126055883859867,1.0,0.8567803380711791,0.9871525359724749,0.819090417288337,0.8457100326209085,0.9826436013315097,0.9913537284955988,0.9006656149800386,0.8131919014145348,0.9148696675960549,0.9473406817629477,0.9777952678748617,-0.2867919572265518,0.966195034763182,0.9192373285531641,0.9445166507262838,0.9797707491057482,0.9753163426255012,-0.8357196818857197,0.9593852357377927,0.9419179549987445,0.9100313639956641,0.885195342395995,0.8158077125692164,-0.11125847876714433,0.8347141948191201,0.9583618129094729,0.9721051745120931,0.8932983952012991,0.922083327080755,0.9785479240667759,0.8429094737601261,0.9283177710748453,0.9542659044278147,-0.004141320275516377,0.9448622906681245,0.8325466505336455,0.9315675334542438,0.9570879348959174,0.9307341902494307
AAL,0.9124825513185539,0.8633828957440145,0.6638461358262395,0.6023611194428486,0.8310149224186345,0.7555225582526768,0.7319995268754053,0.19904453448989667,0.822304301699218,0.41078043988118984,0.8589838720915971,0.7915610048680817,0.8184190003468136,0.8186248607935268,0.9219428969553367,0.8238701243328576,0.9299963261805982,0.6568318100640271,0.8159351461350802,0.7925505817699833,0.611436180257347,0.5247089960191026,0.8742274553095086,0.8865670472798481,0.8785569089971854,0.904921454846529,0.849036421923766,0.8434320662420494,0.8944574988504174,0.6793606133486654,0.8567803380711791,1.0,0.8962283609376632,0.8355073701794963,0.9340744685988838,0.8636167063992736,0.8519772608975713,0.9362534352939939,0.9421872499210018,0.8754403380219413,0.9287801404448558,0.8836198761521893,-0.09699949660612038,0.8418035467140685,0.7440394687688088,0.8373085993230958,0.8989066353129893,0.8673402167876855,-0.791025142952902,0.8950579353544443,0.8202115387790001,0.7673138726169124,0.8683377405969087,0.893591704260639,0.11897016147155447,0.3699470672057264,0.8392113175534975,0.8832953147892494,0.8253317846933681,0.7440230598418667,0.861577487454066,0.870869257404586,0.869929859036475,0.8080460949328323,0.2126161539836283,0.935431266802366,0.7406339893927574,0.8958543270735233,0.7779691046488884,0.8612030522155953
AEP,0.9742226466937142,0.9248622793691844,0.8459572121180124,0.7867076293941719,0.9602684076484078,0.912576451909923,0.8751329424334232,0.41336627288558936,0.7451185795860217,0.41131489248695224,0.9584646856869045,0.6315345337491326,0.9218241577002272,0.9207578875414392,0.9653502087131267,0.7083649820518458,0.9155643626874331,0.8270805805367285,0.9386284982006485,0.6442868789210734,0.7903207910138185,0.9369814129341234,0.74534346198503,0.7532071025863363,0.9951423465466325,0.9718212475846184,0.9583618358651191,0.9552995295533976,0.9715454435195473,0.8600589093753355,0.9871525359724749,0.8962283609376632,1.0,0.8161461473511805,0.8822897242764906,0.9780630517381317,0.9896812419154325,0.9099692857736034,0.8642529997281705,0.9133511646536177,0.967113115728766,0.9658257100264891,-0.2711163921150072,0.941698015092195,0.8829321429036036,0.9224098671264753,0.9765351447394885,0.9676788447433262,-0.8645271396217745,0.976544757799634,0.918154584476788,0.8743985054331732,0.8894186697591536,0.8354950044608197,-0.09152202336405862,0.76972125034801,0.939308635312965,0.9684382306010386,0.9222343328905778,0.8722054489931047,0.9621975178936526,0.881750107107567,0.950820901815467,0.9320947768258192,0.010053999642218307,0.9695212847994692,0.7903409285881077,0.9260711215235287,0.9280685796021464,0.9098071438792253
AXP,0.8438046473427488,0.9172402283365231,0.7209773931258429,0.6933540985972111,0.8259082279125037,0.7508909177464795,0.7954936934083708,0.3324803639260059,0.6484653991558387,0.6723743861663536,0.8329456081712481,0.8280068919227814,0.8381941902461282,0.852146080424443,0.8535349840823752,0.7523251177865906,0.7137541382833541,0.7001197697267967,0.7388307160678282,0.7318746590576384,0.7557327713060045,0.4127159694276693,0.6637164249834222,0.8534784137472884,0.8085771072182684,0.881181766441348,0.8304237464736457,0.8328233672041061,0.7323666210591167,0.7460524796171428,0.819090417288337,0.8355073701794963,0.8161461473511805,1.0,0.7926950880503695,0.8572397051430002,0.7853976326255533,0.9376114531000385,0.7944515882377281,0.9502375046008305,0.8601504485470187,0.8656714670449945,0.18849252929898744,0.8470482790750249,0.8567697152742446,0.8325960245364269,0.8632815713735054,0.7992518289996883,-0.6503464858922022,0.7649358798993168,0.8475892195576293,0.7703353237655415,0.8456746306434809,0.8666291730651668,0.02597794273543501,0.8074642413099807,0.9138166004259196,0.8102798675422296,0.7324769160836095,0.7980119796772526,0.8618243429708231,0.7142619198845339,0.7330774946740157,0.7762205973525309,0.18214691379452208,0.824439286198942,0.7713348047523272,0.8266641152486359,0.8424784843736769,0.8896527193513637
AIG,0.8887048818322723,0.8231947333589953,0.6117118108694656,0.5782530770489575,0.8259927644782852,0.745809259230062,0.7029435489948225,0.21256173890406316,0.8241395889596589,0.41541896633743763,0.8395025329985792,0.7764490252709636,0.8353773214569739,0.7998079948241331,0.893666478596287,0.8180264273338544,0.933275453429246,0.6776950111728646,0.7996763786313626,0.7494150522101078,0.5796872574459243,0.6438338054034299,0.8584229567749652,0.855931145101792,0.8754729688041706,0.8827190910010103,0.8479953086764338,0.840309447817962,0.9006063571607482,0.672335647926333,0.8457100326209085,0.9340744685988838,0.8822897242764906,0.7926950880503695,1.0,0.8450095701667321,0.8529809125003839,0.9009386819351279,0.9116351893957325,0.8502842002958669,0.9149604281235392,0.8666127756340706,-0.10149696325089294,0.832087927082111,0.727748516334212,0.7950576085870965,0.8874818980843018,0.869662299546172,-0.7563105150063903,0.9085641739211514,0.7763731137487415,0.7314994182563551,0.8461830070809239,0.8769713343746779,0.026773696458454083,0.2530344043939922,0.8301514270518479,0.9059401805866625,0.8662429745976724,0.7130341962952221,0.8447157412951087,0.8769108317085654,0.8642888947940343,0.8070181020804608,0.2062133017074102,0.9237482556074061,0.7278165852441671,0.8942426635446039,0.7637205631535544,0.8465487861464169
AMT,0.9741130097327253,0.9568312891281272,0.925966909978357,0.846353984351587,0.9765078779383569,0.9467694666617381,0.9251056627662513,0.48838214425630666,0.6678681779591804,0.4585594656121216,0.972064433899522,0.622681192893718,0.9485249947056302,0.958292474794054,0.9613903252309579,0.7022809105792224,0.8533562289304665,0.8641314508134529,0.9516262960697548,0.5997148058461605,0.8654780524033295,0.9476737763737137,0.6629989724652651,0.7227482210986491,0.9790217815221935,0.9812510418457565,0.9715632887430806,0.9714355260343162,0.931609680470054,0.910032268478856,0.9826436013315097,0.8636167063992736,0.9780630517381317,0.8572397051430002,0.8450095701667321,1.0,0.9771424258126654,0.924797602966192,0.8225015043656773,0.9458399574214051,0.9531209612878078,0.9834041122548253,-0.23024259684900109,0.9692646818408709,0.9412842490836482,0.9477608701603943,0.980860535790814,0.9728152489556957,-0.8355959927076736,0.944091713095585,0.9574320570506113,0.9190802727103907,0.9123614160134312,0.8234194689657194,-0.10103009594175176,0.9206574197580784,0.9742227000355491,0.9511757891498532,0.8844609370563905,0.9276619189744755,0.9733496245371374,0.8193165550312235,0.9159174947155826,0.9514715439684708,-0.0189864468614031,0.9464102088279557,0.8398072249128504,0.9365081984586155,0.969300998470192,0.9430444813791562
AWK,0.9702111350269526,0.9125967864933475,0.8510195106491426,0.8272383193730735,0.975211193774105,0.9385095000493034,0.899304522245583,0.47799765485914314,0.7059165489434475,0.3946206595595494,0.9649001187309298,0.5632678507223507,0.9343699067687071,0.9328393584723907,0.9601105739758572,0.6786836393779614,0.8902823605328478,0.8553024734224287,0.9554934653123516,0.5722445391563494,0.8240346602601438,0.9400034889494087,0.6802328158169211,0.6915805761146092,0.9959204191435573,0.9634394685829057,0.9682341538454591,0.9662929065929826,0.9681083466055546,0.897040649820257,0.9913537284955988,0.8519772608975713,0.9896812419154325,0.7853976326255533,0.8529809125003839,0.9771424258126654,1.0,0.8831198491238387,0.8216798376230202,0.8986239974889458,0.9480528908424686,0.9679200927376564,-0.31017417700797434,0.9528858429084787,0.8998993996261319,0.9267600504106293,0.9735558183344403,0.9788899690312756,-0.8472961159677482,0.9692887914087834,0.9211725502058628,0.8932669312870554,0.8644063645898323,0.8000851084804986,-0.13783646597041155,0.773742138665686,0.9430304450335986,0.9686422002938189,0.9197517015352566,0.8918609828749414,0.9668228249457741,0.8676148897707776,0.9389484393338559,0.9510457560889247,-0.02286162248204393,0.951898431739209,0.8034614219706996,0.9237421666555613,0.9442987088437669,0.9155657310172497
AMP,0.9514966860843119,0.943508951163402,0.8853854185437092,0.7312677335611316,0.9008109483511317,0.8440681328951644,0.8468669933074374,0.36556105823915314,0.7145424389786544,0.5474531313532043,0.924012547484445,0.8095692860114593,0.912915147048672,0.9237720887714687,0.9520049444801943,0.8112293543633953,0.8519011620500924,0.7760970322995204,0.8649612872481466,0.7149783125821974,0.7742175589844706,0.7083463176289005,0.7547810542179998,0.8520996980074036,0.9020094860402839,0.9604238387268262,0.908249948175605,0.9076764293817438,0.865819411051956,0.7970612127067346,0.9006656149800386,0.9362534352939939,0.9099692857736034,0.9376114531000385,0.9009386819351279,0.924797602966192,0.8831198491238387,1.0,0.8956816213275883,0.9605359073947914,0.9413308629365308,0.9478912694582532,-0.015977762419808462,0.9235721954851043,0.8793607122435627,0.9192472178398491,0.9478053113727382,0.9089491169817373,-0.7494382298964878,0.8810701841085461,0.9017777276471527,0.8661646615637065,0.9517464472707614,0.9100737263130316,0.10522174737413544,0.845447471263641,0.9388830591901205,0.907284949685452,0.8084959615095748,0.8599031733129427,0.9267854837188731,0.805355184756431,0.8411404071586985,0.8873019721120278,0.19041157397490793,0.9197391899686376,0.8514433823025994,0.942856038304252,0.8891482111011587,0.9368890606974831
ABC,0.8629314347614826,0.8647155481742388,0.5766633926127641,0.596856896671952,0.8144270417227826,0.7102819210173783,0.6950074666929005,0.11982743713222771,0.8863632881941971,0.4101426430684479,0.8445388286197358,0.8088832341468318,0.7701964804833283,0.7598096785092091,0.8957227809518462,0.831382173350161,0.9214900128115788,0.5480618916519037,0.7687777118599586,0.837207989302705,0.5715702543153839,0.3627051515137656,0.9331568921368625,0.912650760750085,0.8446298817812604,0.8608675561692487,0.8110182068073314,0.8033552226004631,0.8762900048193475,0.6583755781862959,0.8131919014145348,0.9421872499210018,0.8642529997281705,0.7944515882377281,0.9116351893957325,0.8225015043656773,0.8216798376230202,0.8956816213275883,1.0,0.8589977255829323,0.9329641056424454,0.8395591202339805,-0.05476176812695093,0.8043153610246488,0.7297963378496247,0.8249213992396225,0.863997656960036,0.8309139261720929,-0.8138027665192381,0.8831228091094376,0.804567215584025,0.6640219868821092,0.8447266906668163,0.891549993401469,0.026936601005367506,0.06570648671795616,0.8069256564451812,0.8501626550950424,0.8091559325173777,0.6758167691203875,0.8462463504757888,0.9177698372077946,0.8807007406190971,0.7602893514041708,0.19951863765516564,0.923282203931727,0.6541460807758551,0.8479870244355568,0.7319486870951947,0.805099923382368
AME,0.9311866494948834,0.9751977729319506,0.9385659638948654,0.8015689228382394,0.9365440334215428,0.8712209339006725,0.8870548498669321,0.38168644151195646,0.6957887776719511,0.5535500374795214,0.9347530550575139,0.7704344961398565,0.9198322307012256,0.9295865381638806,0.9348595877308152,0.7685316206161683,0.8117311905798029,0.7765844756847317,0.8563120882616175,0.705085514637299,0.8342589880778002,0.7895610288004258,0.702497122881612,0.8269161856098592,0.9082504029768216,0.9528019937985825,0.9308769892495029,0.9319118566545274,0.8519661440927221,0.8581318608402538,0.9148696675960549,0.8754403380219413,0.9133511646536177,0.9502375046008305,0.8502842002958669,0.9458399574214051,0.8986239974889458,0.9605359073947914,0.8589977255829323,1.0,0.934640632637669,0.9488953010580059,-0.018563856944141675,0.9374134046969421,0.9413068122056127,0.9238896309904525,0.9459164481410053,0.912623652722739,-0.7824726824796898,0.8724240325707667,0.9312763900757987,0.8500468560999687,0.9660737827869135,0.857185069158656,-0.07595392412915832,0.961837637563556,0.9697081263593023,0.8992592749138296,0.8272501523919389,0.8804917710139284,0.9445964581500305,0.8134585942602538,0.8525884221817851,0.8934176169617408,0.08033210479107498,0.9119106090226855,0.8195875129883083,0.904420762042308,0.924129623362137,0.9388405421064813
AMGN,0.9583309764405331,0.9556565540387612,0.8816100560721805,0.7720845197338919,0.9415945011480196,0.8738862949786939,0.8588968871655754,0.35028861680291934,0.813248567424312,0.464592629671202,0.9490600010189961,0.7234555369104382,0.9111556741681754,0.8933695930135105,0.967820165288773,0.8004850600983163,0.9216237176329479,0.7333780198702633,0.8975648738426034,0.7413532459920138,0.7668919019706166,0.8996775562780008,0.8233619468997834,0.8395612394151573,0.9594625838028651,0.9659289259616599,0.940656322721761,0.9367384171701922,0.9438997889138309,0.8344278360835834,0.9473406817629477,0.9287801404448558,0.967113115728766,0.8601504485470187,0.9149604281235392,0.9531209612878078,0.9480528908424686,0.9413308629365308,0.9329641056424454,0.934640632637669,1.0,0.9553679658360202,-0.16992540807672712,0.9256712173326607,0.8766365110176966,0.9220202496028567,0.9658326168440832,0.9447343982566982,-0.8728804904600631,0.9564132994391764,0.9179085407693998,0.8237457090269981,0.9410675839656021,0.8945869871620393,-0.06964804459262225,0.8223666116685747,0.9360346227794253,0.9507355044432306,0.8903861621880659,0.8402579868417879,0.9601207187752201,0.9078592237921561,0.9276659477323415,0.9012734013654596,0.038917588749935554,0.9724025349698934,0.7964900491194377,0.9343628368977959,0.8987070214482923,0.9209452685101637
